order_id,order_date,product_name,quantity,unit_price,gross_sales,discount_amount,refund_amount,net_sales,state
SS6695,2024-10-27,Naruto Hoodie,2,55,110,10.13,0,99.87,Florida
SS6696,2024-10-27,Naruto Hoodie,3,55,165,0,0,165,Ohio
SS6697,2024-10-27,Naruto Hoodie,3,55,165,28.94,0,136.06,Texas
SS6698,2024-10-28,Naruto Hoodie,1,55,55,0,0,55,Texas
SS6699,2024-10-28,Anime Mystery Box,1,60,60,0,60,0,Indiana
SS6700,2024-10-28,Attack on Titan T-Shirt,3,28,84,0,0,84,California
SS6701,2024-10-28,Dragon Ball Z Hat,1,22,22,1.28,0,20.72,Florida
SS6702,2024-10-28,Anime Mystery Box,3,60,180,0,0,180,Florida
SS6703,2024-10-28,Attack on Titan T-Shirt,1,28,28,0,0,28,Washington
SS6704,2024-10-28,My Hero Academia Backpack,2,48,96,0,96,0,Texas
SS6705,2024-10-28,Attack on Titan T-Shirt,3,28,84,0,0,84,Illinois
SS6706,2024-10-28,Naruto Hoodie,1,55,55,0,55,0,California
SS6707,2024-10-29,Anime Mystery Box,1,60,60,0,0,60,Colorado
SS6708,2024-10-29,One Piece Figure,2,35,70,10.64,0,59.36,California
SS6709,2024-10-29,Attack on Titan T-Shirt,3,28,84,0,0,84,Ohio
SS6710,2024-10-29,One Piece Figure,1,35,35,0,0,35,California
SS6711,2024-10-29,Anime Mystery Box,3,60,180,0,0,180,California
SS6712,2024-10-29,Naruto Hoodie,3,55,165,0,165,0,Ohio
SS6713,2024-10-29,Naruto Hoodie,1,55,55,8.8,0,46.2,Florida
SS6714,2024-10-30,Anime Mystery Box,2,60,120,0,0,120,California
SS6715,2024-10-30,Anime Mystery Box,1,60,60,0,0,60,Florida
SS6716,2024-10-30,Naruto Hoodie,3,55,165,0,0,165,Florida
SS6717,2024-10-30,Anime Mystery Box,2,60,120,0,0,120,Washington
SS6718,2024-10-30,Anime Mystery Box,3,60,180,0,0,180,Nevada
SS6719,2024-10-30,One Piece Figure,3,35,105,0,0,105,Texas
SS6720,2024-10-30,Anime Mystery Box,2,60,120,0,0,120,Florida
SS6721,2024-10-30,Naruto Hoodie,2,55,110,0,110,0,Texas
SS6722,2024-10-30,Jujutsu Kaisen Keychain,3,8,24,0,0,24,California
SS6723,2024-10-31,Naruto Hoodie,2,55,110,16.51,0,93.49,Texas
SS6724,2024-10-31,Jujutsu Kaisen Keychain,3,8,24,0,0,24,Tennessee
SS6725,2024-10-31,Anime Mystery Box,3,60,180,22.26,0,157.74,Texas
SS6726,2024-10-31,Anime Mystery Box,2,60,120,0,0,120,Ohio
SS6727,2024-10-31,Anime Mystery Box,2,60,120,0,0,120,Florida
SS6728,2024-10-31,Demon Slayer Poster,3,15,45,8.95,0,36.05,California
SS6729,2024-10-31,Jujutsu Kaisen Keychain,1,8,8,0,0,8,California
SS6730,2024-11-01,Anime Mystery Box,1,60,60,0,0,60,Virginia
SS6731,2024-11-01,Naruto Hoodie,3,55,165,0,0,165,Florida
SS6732,2024-11-01,Naruto Hoodie,1,55,55,0,0,55,Pennsylvania
SS6733,2024-11-01,Anime Mystery Box,2,60,120,0,0,120,Texas
SS6734,2024-11-01,One Piece Figure,2,35,70,9.91,0,60.09,Texas
SS6735,2024-11-01,Naruto Hoodie,1,55,55,0,0,55,Florida
SS6736,2024-11-01,Demon Slayer Poster,2,15,30,0,0,30,North Carolina
SS6737,2024-11-01,Attack on Titan T-Shirt,1,28,28,3.81,0,24.19,Texas
SS6738,2024-11-01,Anime Mystery Box,2,60,120,10.99,0,109.01,Washington
SS6739,2024-11-01,Anime Mystery Box,1,60,60,0,0,60,Florida
SS6740,2024-11-01,Naruto Hoodie,2,55,110,0,0,110,California
SS6741,2024-11-02,One Piece Figure,2,35,70,0,0,70,Florida
SS6742,2024-11-02,One Piece Figure,1,35,35,0,35,0,Florida
SS6743,2024-11-02,One Piece Figure,1,35,35,6.17,0,28.83,Florida
SS6744,2024-11-02,Naruto Hoodie,2,55,110,7.57,0,102.43,Texas
SS6745,2024-11-02,Dragon Ball Z Hat,2,22,44,0,0,44,Ohio
SS6746,2024-11-02,Anime Mystery Box,1,60,60,0,0,60,Texas
SS6747,2024-11-02,Attack on Titan T-Shirt,1,28,28,2.67,0,25.33,Florida
SS6748,2024-11-02,Attack on Titan T-Shirt,1,28,28,0,0,28,California
SS6749,2024-11-02,Naruto Hoodie,3,55,165,0,0,165,California
SS6750,2024-11-03,Naruto Hoodie,3,55,165,0,0,165,California
SS6751,2024-11-03,Dragon Ball Z Hat,1,22,22,0,0,22,Massachusetts
SS6752,2024-11-03,Anime Mystery Box,2,60,120,0,0,120,Florida
SS6753,2024-11-03,Naruto Hoodie,3,55,165,0,0,165,New Jersey
SS6754,2024-11-03,Naruto Hoodie,3,55,165,0,0,165,New York
SS6755,2024-11-03,Naruto Hoodie,3,55,165,0,0,165,California
SS6756,2024-11-03,Anime Mystery Box,1,60,60,4.28,0,55.72,Illinois
SS6757,2024-11-04,Dragon Ball Z Hat,3,22,66,0,0,66,Florida
SS6758,2024-11-04,One Piece Figure,1,35,35,0,0,35,New Jersey
SS6759,2024-11-04,One Piece Figure,1,35,35,0,0,35,Texas
SS6760,2024-11-04,Anime Mystery Box,2,60,120,0,0,120,Texas
SS6761,2024-11-04,Anime Mystery Box,3,60,180,0,0,180,Arizona
SS6762,2024-11-04,Attack on Titan T-Shirt,3,28,84,0,0,84,Texas
SS6763,2024-11-04,Naruto Hoodie,3,55,165,0,0,165,Texas
SS6764,2024-11-04,Jujutsu Kaisen Keychain,3,8,24,0,0,24,Michigan
SS6765,2024-11-04,One Piece Figure,3,35,105,12.57,0,92.43,California
SS6766,2024-11-04,Attack on Titan T-Shirt,2,28,56,8.52,0,47.48,Nevada
SS6767,2024-11-04,My Hero Academia Backpack,1,48,48,0,0,48,Texas
SS6768,2024-11-04,One Piece Figure,2,35,70,0,0,70,Texas
SS6769,2024-11-04,Anime Mystery Box,2,60,120,6.54,0,113.46,Nevada
SS6770,2024-11-05,Attack on Titan T-Shirt,2,28,56,7.83,0,48.17,Florida
SS6771,2024-11-05,Naruto Hoodie,1,55,55,0,55,0,Ohio
SS6772,2024-11-05,Demon Slayer Poster,3,15,45,0,0,45,Virginia
SS6773,2024-11-05,Naruto Hoodie,3,55,165,0,0,165,Indiana
SS6774,2024-11-05,Anime Mystery Box,2,60,120,0,0,120,Texas
SS6775,2024-11-05,Dragon Ball Z Hat,1,22,22,0,0,22,Nevada
SS6776,2024-11-05,My Hero Academia Backpack,1,48,48,0,48,0,Florida
SS6777,2024-11-05,Anime Mystery Box,1,60,60,0,0,60,Texas
SS6778,2024-11-05,Naruto Hoodie,1,55,55,6.23,0,48.77,Florida
SS6779,2024-11-06,Naruto Hoodie,2,55,110,0,0,110,Texas
SS6780,2024-11-06,Naruto Hoodie,3,55,165,27.39,0,137.61,Texas
SS6781,2024-11-06,Naruto Hoodie,2,55,110,0,0,110,California
SS6782,2024-11-06,Attack on Titan T-Shirt,3,28,84,0,0,84,California
SS6783,2024-11-06,Anime Mystery Box,3,60,180,0,0,180,Ohio
SS6784,2024-11-06,Demon Slayer Poster,2,15,30,0,0,30,Missouri
SS6785,2024-11-06,Anime Mystery Box,2,60,120,0,0,120,Ohio
SS6786,2024-11-06,Naruto Hoodie,1,55,55,0,0,55,Pennsylvania
SS6787,2024-11-07,Naruto Hoodie,2,55,110,0,0,110,North Carolina
SS6788,2024-11-07,Jujutsu Kaisen Keychain,3,8,24,2.97,0,21.03,Texas
SS6789,2024-11-07,Naruto Hoodie,3,55,165,0,0,165,Texas
SS6790,2024-11-07,My Hero Academia Backpack,1,48,48,0,0,48,Massachusetts
SS6791,2024-11-07,Naruto Hoodie,3,55,165,0,0,165,Michigan
SS6792,2024-11-07,Naruto Hoodie,3,55,165,15.27,0,149.73,Texas
SS6793,2024-11-07,Naruto Hoodie,3,55,165,0,0,165,Texas
SS6794,2024-11-07,Naruto Hoodie,3,55,165,0,0,165,Florida
SS6795,2024-11-07,Anime Mystery Box,1,60,60,0,0,60,Texas
SS6796,2024-11-07,Attack on Titan T-Shirt,2,28,56,0,0,56,California
SS6797,2024-11-07,Attack on Titan T-Shirt,3,28,84,0,0,84,Texas
SS6798,2024-11-07,My Hero Academia Backpack,3,48,144,0,0,144,California
SS6799,2024-11-07,Dragon Ball Z Hat,1,22,22,0,0,22,California
SS6800,2024-11-07,Naruto Hoodie,2,55,110,21.55,0,88.45,Virginia
SS6801,2024-11-07,Anime Mystery Box,1,60,60,0,0,60,California
SS6802,2024-11-08,Anime Mystery Box,2,60,120,0,0,120,Colorado
SS6803,2024-11-08,Demon Slayer Poster,1,15,15,0,0,15,Florida
SS6804,2024-11-08,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Indiana
SS6805,2024-11-08,Anime Mystery Box,1,60,60,0,0,60,Washington
SS6806,2024-11-08,Attack on Titan T-Shirt,1,28,28,0,0,28,California
SS6807,2024-11-08,Naruto Hoodie,1,55,55,0,0,55,New Jersey
SS6808,2024-11-08,Jujutsu Kaisen Keychain,1,8,8,0,0,8,California
SS6809,2024-11-08,Anime Mystery Box,2,60,120,0,0,120,California
SS6810,2024-11-08,One Piece Figure,2,35,70,0,0,70,California
SS6811,2024-11-08,Anime Mystery Box,1,60,60,0,0,60,Texas
SS6812,2024-11-08,Dragon Ball Z Hat,3,22,66,0,0,66,Florida
SS6813,2024-11-08,Anime Mystery Box,2,60,120,0,0,120,Florida
SS6814,2024-11-08,Naruto Hoodie,1,55,55,0,55,0,Florida
SS6815,2024-11-09,Naruto Hoodie,1,55,55,4.15,0,50.85,Pennsylvania
SS6816,2024-11-09,Anime Mystery Box,1,60,60,0,0,60,Ohio
SS6817,2024-11-09,Anime Mystery Box,3,60,180,35.48,0,144.52,California
SS6818,2024-11-09,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Florida
SS6819,2024-11-09,Attack on Titan T-Shirt,2,28,56,0,0,56,California
SS6820,2024-11-09,Naruto Hoodie,1,55,55,0,0,55,Ohio
SS6821,2024-11-10,Naruto Hoodie,2,55,110,0,0,110,New Jersey
SS6822,2024-11-10,One Piece Figure,2,35,70,0,0,70,Texas
SS6823,2024-11-10,Anime Mystery Box,1,60,60,0,0,60,New York
SS6824,2024-11-10,Naruto Hoodie,2,55,110,0,0,110,California
SS6825,2024-11-10,Jujutsu Kaisen Keychain,3,8,24,1.96,0,22.04,Texas
SS6826,2024-11-10,Demon Slayer Poster,1,15,15,0,0,15,Texas
SS6827,2024-11-11,Anime Mystery Box,2,60,120,0,0,120,Virginia
SS6828,2024-11-11,Dragon Ball Z Hat,3,22,66,0,0,66,Texas
SS6829,2024-11-11,Naruto Hoodie,1,55,55,3.27,0,51.73,Florida
SS6830,2024-11-11,Anime Mystery Box,3,60,180,0,0,180,Florida
SS6831,2024-11-11,Attack on Titan T-Shirt,3,28,84,0,0,84,Florida
SS6832,2024-11-11,Naruto Hoodie,2,55,110,12.37,0,97.63,California
SS6833,2024-11-11,One Piece Figure,2,35,70,4.97,0,65.03,Texas
SS6834,2024-11-11,Naruto Hoodie,3,55,165,0,0,165,California
SS6835,2024-11-11,My Hero Academia Backpack,3,48,144,0,0,144,California
SS6836,2024-11-11,Naruto Hoodie,2,55,110,10.14,0,99.86,Florida
SS6837,2024-11-11,Attack on Titan T-Shirt,2,28,56,0,0,56,Florida
SS6838,2024-11-11,Demon Slayer Poster,3,15,45,0,0,45,Texas
SS6839,2024-11-11,Anime Mystery Box,2,60,120,0,0,120,Tennessee
SS6840,2024-11-11,Naruto Hoodie,2,55,110,0,0,110,Missouri
SS6841,2024-11-11,Anime Mystery Box,2,60,120,0,0,120,Colorado
SS6842,2024-11-11,Naruto Hoodie,1,55,55,8.61,0,46.39,California
SS6843,2024-11-12,Anime Mystery Box,3,60,180,0,0,180,Florida
SS6844,2024-11-12,Anime Mystery Box,2,60,120,0,0,120,Georgia
SS6845,2024-11-12,Naruto Hoodie,3,55,165,0,0,165,Michigan
SS6846,2024-11-12,Naruto Hoodie,3,55,165,0,0,165,Texas
SS6847,2024-11-12,Jujutsu Kaisen Keychain,2,8,16,0.89,0,15.11,North Carolina
SS6848,2024-11-12,Anime Mystery Box,2,60,120,0,0,120,Michigan
SS6849,2024-11-12,Attack on Titan T-Shirt,3,28,84,0,0,84,New York
SS6850,2024-11-12,One Piece Figure,2,35,70,11.65,0,58.35,Texas
SS6851,2024-11-12,One Piece Figure,1,35,35,0,0,35,Ohio
SS6852,2024-11-12,Naruto Hoodie,1,55,55,0,0,55,North Carolina
SS6853,2024-11-12,One Piece Figure,3,35,105,0,105,0,Washington
SS6854,2024-11-12,Attack on Titan T-Shirt,1,28,28,0,0,28,Texas
SS6855,2024-11-12,Naruto Hoodie,1,55,55,0,0,55,Tennessee
SS6856,2024-11-12,My Hero Academia Backpack,3,48,144,0,0,144,Missouri
SS6857,2024-11-12,One Piece Figure,2,35,70,9.47,0,60.53,Florida
SS6858,2024-11-13,Naruto Hoodie,1,55,55,0,0,55,California
SS6859,2024-11-13,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Massachusetts
SS6860,2024-11-13,Anime Mystery Box,3,60,180,0,0,180,Florida
SS6861,2024-11-13,Naruto Hoodie,3,55,165,0,0,165,California
SS6862,2024-11-13,My Hero Academia Backpack,1,48,48,0,0,48,California
SS6863,2024-11-13,Naruto Hoodie,3,55,165,30.24,0,134.76,Florida
SS6864,2024-11-13,Naruto Hoodie,1,55,55,0,55,0,Florida
SS6865,2024-11-13,Jujutsu Kaisen Keychain,2,8,16,2.25,0,13.75,California
SS6866,2024-11-13,Demon Slayer Poster,1,15,15,0,15,0,Texas
SS6867,2024-11-13,Anime Mystery Box,1,60,60,0,0,60,Texas
SS6868,2024-11-14,Demon Slayer Poster,1,15,15,0,0,15,Florida
SS6869,2024-11-14,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Texas
SS6870,2024-11-14,Anime Mystery Box,1,60,60,0,60,0,California
SS6871,2024-11-14,Demon Slayer Poster,3,15,45,0,0,45,Nevada
SS6872,2024-11-14,Naruto Hoodie,3,55,165,0,0,165,Georgia
SS6873,2024-11-14,Naruto Hoodie,3,55,165,0,0,165,Colorado
SS6874,2024-11-14,Anime Mystery Box,2,60,120,18.97,0,101.03,Tennessee
SS6875,2024-11-14,My Hero Academia Backpack,1,48,48,0,0,48,Florida
SS6876,2024-11-15,Demon Slayer Poster,2,15,30,0,0,30,Florida
SS6877,2024-11-15,Naruto Hoodie,1,55,55,0,0,55,Texas
SS6878,2024-11-15,Naruto Hoodie,3,55,165,0,0,165,New Jersey
SS6879,2024-11-15,Anime Mystery Box,2,60,120,9.24,0,110.76,California
SS6880,2024-11-15,Attack on Titan T-Shirt,3,28,84,0,0,84,Florida
SS6881,2024-11-15,Anime Mystery Box,2,60,120,0,0,120,Florida
SS6882,2024-11-15,My Hero Academia Backpack,3,48,144,26.48,0,117.52,California
SS6883,2024-11-15,Anime Mystery Box,3,60,180,25.32,0,154.68,California
SS6884,2024-11-15,Attack on Titan T-Shirt,2,28,56,0,0,56,Texas
SS6885,2024-11-15,Jujutsu Kaisen Keychain,1,8,8,0,8,0,California
SS6886,2024-11-15,One Piece Figure,3,35,105,0,0,105,Pennsylvania
SS6887,2024-11-15,Anime Mystery Box,2,60,120,0,0,120,Texas
SS6888,2024-11-16,Demon Slayer Poster,1,15,15,1.53,0,13.47,Indiana
SS6889,2024-11-16,Dragon Ball Z Hat,3,22,66,0,66,0,Florida
SS6890,2024-11-16,Attack on Titan T-Shirt,3,28,84,0,0,84,California
SS6891,2024-11-16,Demon Slayer Poster,3,15,45,8.32,36.68,0,Texas
SS6892,2024-11-16,Naruto Hoodie,2,55,110,0,0,110,Florida
SS6893,2024-11-16,Dragon Ball Z Hat,2,22,44,0,0,44,Arizona
SS6894,2024-11-16,Anime Mystery Box,1,60,60,0,0,60,Illinois
SS6895,2024-11-16,Jujutsu Kaisen Keychain,2,8,16,1.12,0,14.88,Texas
SS6896,2024-11-16,Naruto Hoodie,3,55,165,21.05,0,143.95,California
SS6897,2024-11-16,Anime Mystery Box,2,60,120,0,0,120,Colorado
SS6898,2024-11-16,Demon Slayer Poster,3,15,45,6.67,0,38.33,Arizona
SS6899,2024-11-16,Anime Mystery Box,2,60,120,20.27,0,99.73,Illinois
SS6900,2024-11-17,Dragon Ball Z Hat,2,22,44,0,0,44,Massachusetts
SS6901,2024-11-17,Dragon Ball Z Hat,3,22,66,0,0,66,Florida
SS6902,2024-11-17,Anime Mystery Box,1,60,60,0,0,60,California
SS6903,2024-11-17,Attack on Titan T-Shirt,3,28,84,0,0,84,North Carolina
SS6904,2024-11-17,Naruto Hoodie,1,55,55,6.28,0,48.72,Ohio
SS6905,2024-11-17,Jujutsu Kaisen Keychain,3,8,24,2.74,0,21.26,Arizona
SS6906,2024-11-17,Naruto Hoodie,3,55,165,0,0,165,Nevada
SS6907,2024-11-18,Attack on Titan T-Shirt,2,28,56,4.99,0,51.01,California
SS6908,2024-11-18,Demon Slayer Poster,2,15,30,0,0,30,North Carolina
SS6909,2024-11-18,Naruto Hoodie,2,55,110,0,0,110,California
SS6910,2024-11-18,Demon Slayer Poster,1,15,15,0,0,15,Florida
SS6911,2024-11-18,Naruto Hoodie,2,55,110,0,0,110,California
SS6912,2024-11-18,One Piece Figure,2,35,70,9.71,0,60.29,Florida
SS6913,2024-11-18,Naruto Hoodie,1,55,55,9.21,0,45.79,Virginia
SS6914,2024-11-18,Dragon Ball Z Hat,1,22,22,0,0,22,Washington
SS6915,2024-11-18,Anime Mystery Box,1,60,60,0,0,60,Florida
SS6916,2024-11-18,Demon Slayer Poster,2,15,30,0,0,30,Florida
SS6917,2024-11-18,Naruto Hoodie,1,55,55,0,0,55,California
SS6918,2024-11-19,Naruto Hoodie,3,55,165,11.72,0,153.28,Massachusetts
SS6919,2024-11-19,Attack on Titan T-Shirt,3,28,84,0,0,84,Florida
SS6920,2024-11-19,Jujutsu Kaisen Keychain,3,8,24,0,0,24,Colorado
SS6921,2024-11-19,Anime Mystery Box,1,60,60,0,0,60,Massachusetts
SS6922,2024-11-19,One Piece Figure,3,35,105,0,0,105,Florida
SS6923,2024-11-19,Naruto Hoodie,2,55,110,0,0,110,California
SS6924,2024-11-19,Dragon Ball Z Hat,2,22,44,0,0,44,Colorado
SS6925,2024-11-19,Anime Mystery Box,2,60,120,20.66,99.34,0,California
SS6926,2024-11-19,Naruto Hoodie,3,55,165,32.55,0,132.45,Illinois
SS6927,2024-11-19,Naruto Hoodie,1,55,55,0,0,55,California
SS6928,2024-11-19,Naruto Hoodie,1,55,55,9.69,0,45.31,Florida
SS6929,2024-11-19,Dragon Ball Z Hat,3,22,66,0,0,66,Texas
SS6930,2024-11-20,Anime Mystery Box,3,60,180,0,0,180,Virginia
SS6931,2024-11-20,Naruto Hoodie,3,55,165,24.08,0,140.92,Texas
SS6932,2024-11-20,Demon Slayer Poster,1,15,15,1.14,0,13.86,Tennessee
SS6933,2024-11-20,My Hero Academia Backpack,3,48,144,11.91,0,132.09,California
SS6934,2024-11-20,Demon Slayer Poster,1,15,15,0,0,15,Florida
SS6935,2024-11-20,Anime Mystery Box,3,60,180,23.35,0,156.65,Florida
SS6936,2024-11-20,My Hero Academia Backpack,2,48,96,0,0,96,Florida
SS6937,2024-11-21,Demon Slayer Poster,2,15,30,0,0,30,Florida
SS6938,2024-11-21,Attack on Titan T-Shirt,1,28,28,0,0,28,California
SS6939,2024-11-21,Anime Mystery Box,3,60,180,10.37,0,169.63,Washington
SS6940,2024-11-21,Attack on Titan T-Shirt,2,28,56,0,56,0,Arizona
SS6941,2024-11-21,Anime Mystery Box,2,60,120,21.89,0,98.11,Missouri
SS6942,2024-11-21,Dragon Ball Z Hat,1,22,22,2.52,0,19.48,Florida
SS6943,2024-11-22,Dragon Ball Z Hat,3,22,66,3.75,0,62.25,Texas
SS6944,2024-11-22,Anime Mystery Box,3,60,180,22.14,0,157.86,Pennsylvania
SS6945,2024-11-22,Naruto Hoodie,2,55,110,0,0,110,Texas
SS6946,2024-11-22,One Piece Figure,1,35,35,0,0,35,Texas
SS6947,2024-11-22,Dragon Ball Z Hat,3,22,66,9.98,0,56.02,Florida
SS6948,2024-11-22,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Michigan
SS6949,2024-11-22,Jujutsu Kaisen Keychain,2,8,16,0.83,0,15.17,Florida
SS6950,2024-11-22,Naruto Hoodie,1,55,55,0,0,55,Texas
SS6951,2024-11-22,Attack on Titan T-Shirt,3,28,84,16.06,0,67.94,Virginia
SS6952,2024-11-22,Dragon Ball Z Hat,3,22,66,0,0,66,California
SS6953,2024-11-22,One Piece Figure,1,35,35,0,0,35,California
SS6954,2024-11-22,Anime Mystery Box,2,60,120,0,0,120,Pennsylvania
SS6955,2024-11-22,Dragon Ball Z Hat,2,22,44,0,0,44,Nevada
SS6956,2024-11-22,Jujutsu Kaisen Keychain,2,8,16,0,0,16,Texas
SS6957,2024-11-22,Naruto Hoodie,2,55,110,5.73,0,104.27,California
SS6958,2024-11-22,Naruto Hoodie,1,55,55,0,0,55,Arizona
SS6959,2024-11-22,Naruto Hoodie,1,55,55,0,0,55,California
SS6960,2024-11-22,Attack on Titan T-Shirt,3,28,84,9.78,0,74.22,Florida
SS6961,2024-11-23,Attack on Titan T-Shirt,2,28,56,0,0,56,Virginia
SS6962,2024-11-23,Attack on Titan T-Shirt,1,28,28,0,0,28,California
SS6963,2024-11-23,Demon Slayer Poster,2,15,30,0,0,30,California
SS6964,2024-11-23,Naruto Hoodie,3,55,165,0,0,165,Pennsylvania
SS6965,2024-11-23,Naruto Hoodie,2,55,110,0,0,110,Texas
SS6966,2024-11-23,My Hero Academia Backpack,1,48,48,0,0,48,Texas
SS6967,2024-11-23,Anime Mystery Box,3,60,180,14.74,0,165.26,Nevada
SS6968,2024-11-23,Anime Mystery Box,3,60,180,0,0,180,New Jersey
SS6969,2024-11-24,One Piece Figure,3,35,105,0,0,105,Florida
SS6970,2024-11-24,Dragon Ball Z Hat,2,22,44,0,0,44,California
SS6971,2024-11-24,Dragon Ball Z Hat,2,22,44,0,0,44,Missouri
SS6972,2024-11-24,Attack on Titan T-Shirt,2,28,56,6.41,0,49.59,Florida
SS6973,2024-11-24,One Piece Figure,2,35,70,0,0,70,California
SS6974,2024-11-24,Anime Mystery Box,3,60,180,22.39,0,157.61,Georgia
SS6975,2024-11-24,Anime Mystery Box,1,60,60,0,0,60,Texas
SS6976,2024-11-24,Naruto Hoodie,3,55,165,0,0,165,Texas
SS6977,2024-11-24,Dragon Ball Z Hat,1,22,22,0,0,22,Texas
SS6978,2024-11-24,Demon Slayer Poster,2,15,30,0,0,30,Missouri
SS6979,2024-11-24,My Hero Academia Backpack,1,48,48,0,0,48,Washington
SS6980,2024-11-24,One Piece Figure,2,35,70,0,0,70,California
SS6981,2024-11-24,Demon Slayer Poster,2,15,30,0,0,30,Virginia
SS6982,2024-11-24,Anime Mystery Box,1,60,60,0,0,60,Illinois
SS6983,2024-11-24,Anime Mystery Box,3,60,180,0,0,180,California
SS6984,2024-11-24,Jujutsu Kaisen Keychain,1,8,8,0,0,8,Arizona
SS6985,2024-11-24,Naruto Hoodie,2,55,110,0,0,110,California
SS6986,2024-11-24,Dragon Ball Z Hat,2,22,44,0,0,44,Nevada
SS6987,2024-11-25,Naruto Hoodie,1,55,55,0,55,0,Indiana
SS6988,2024-11-25,Attack on Titan T-Shirt,2,28,56,4.18,0,51.82,Florida
SS6989,2024-11-25,One Piece Figure,1,35,35,2.32,0,32.68,California
SS6990,2024-11-25,Anime Mystery Box,1,60,60,0,0,60,Virginia
SS6991,2024-11-25,Jujutsu Kaisen Keychain,2,8,16,0,0,16,California
SS6992,2024-11-25,Naruto Hoodie,1,55,55,6.92,0,48.08,North Carolina
SS6993,2024-11-25,Naruto Hoodie,2,55,110,0,0,110,Michigan
SS6994,2024-11-26,Anime Mystery Box,3,60,180,0,0,180,Florida
SS6995,2024-11-26,Naruto Hoodie,3,55,165,0,0,165,Texas
SS6996,2024-11-26,Anime Mystery Box,2,60,120,0,0,120,Texas
SS6997,2024-11-26,Dragon Ball Z Hat,3,22,66,0,0,66,Georgia
SS6998,2024-11-26,Anime Mystery Box,2,60,120,0,120,0,Texas
SS6999,2024-11-26,Anime Mystery Box,3,60,180,0,0,180,New Jersey
SS7000,2024-11-26,Attack on Titan T-Shirt,1,28,28,0,0,28,Illinois
SS7001,2024-11-26,Naruto Hoodie,2,55,110,0,0,110,Florida
SS7002,2024-11-26,Anime Mystery Box,3,60,180,0,180,0,California
SS7003,2024-11-26,One Piece Figure,3,35,105,0,0,105,New York
SS7004,2024-11-26,Naruto Hoodie,3,55,165,0,0,165,Florida
SS7005,2024-11-26,Naruto Hoodie,2,55,110,0,110,0,California
SS7006,2024-11-27,Naruto Hoodie,3,55,165,12.47,0,152.53,Texas
SS7007,2024-11-27,Attack on Titan T-Shirt,3,28,84,0,0,84,Ohio
SS7008,2024-11-27,Anime Mystery Box,3,60,180,28.25,0,151.75,Texas
SS7009,2024-11-27,Naruto Hoodie,1,55,55,0,0,55,New York
SS7010,2024-11-27,Naruto Hoodie,3,55,165,0,0,165,California
SS7011,2024-11-27,My Hero Academia Backpack,1,48,48,0,0,48,California
SS7012,2024-11-27,Dragon Ball Z Hat,1,22,22,2.81,0,19.19,Florida
SS7013,2024-11-27,Naruto Hoodie,2,55,110,0,0,110,Missouri
SS7014,2024-11-27,Attack on Titan T-Shirt,1,28,28,2.26,0,25.74,Florida
SS7015,2024-11-27,Naruto Hoodie,3,55,165,0,0,165,Florida
SS7016,2024-11-27,Anime Mystery Box,1,60,60,0,0,60,Washington
SS7017,2024-11-27,Naruto Hoodie,1,55,55,0,0,55,Florida
SS7018,2024-11-27,Anime Mystery Box,2,60,120,16.03,0,103.97,Georgia
SS7019,2024-11-27,Anime Mystery Box,3,60,180,14.06,0,165.94,Washington
SS7020,2024-11-27,Dragon Ball Z Hat,2,22,44,0,0,44,Florida
SS7021,2024-11-27,One Piece Figure,3,35,105,0,0,105,Pennsylvania
SS7022,2024-11-28,Dragon Ball Z Hat,1,22,22,0,22,0,Texas
SS7023,2024-11-28,Demon Slayer Poster,1,15,15,2.06,0,12.94,Texas
SS7024,2024-11-28,Attack on Titan T-Shirt,2,28,56,11.12,0,44.88,Florida
SS7025,2024-11-28,Attack on Titan T-Shirt,3,28,84,4.43,0,79.57,Florida
SS7026,2024-11-28,Dragon Ball Z Hat,2,22,44,0,0,44,Pennsylvania
SS7027,2024-11-28,One Piece Figure,3,35,105,0,0,105,Texas
SS7028,2024-11-28,Naruto Hoodie,2,55,110,0,110,0,California
SS7029,2024-11-29,Attack on Titan T-Shirt,3,28,84,8.79,0,75.21,Texas
SS7030,2024-11-29,Dragon Ball Z Hat,3,22,66,0,0,66,California
SS7031,2024-11-29,Naruto Hoodie,3,55,165,0,0,165,Nevada
SS7032,2024-11-29,Naruto Hoodie,3,55,165,0,0,165,Illinois
SS7033,2024-11-29,Jujutsu Kaisen Keychain,3,8,24,0,24,0,Colorado
SS7034,2024-11-29,Anime Mystery Box,1,60,60,3.87,0,56.13,Texas
SS7035,2024-11-29,Naruto Hoodie,1,55,55,0,0,55,Florida
SS7036,2024-11-30,Naruto Hoodie,2,55,110,12.52,0,97.48,Illinois
SS7037,2024-11-30,Anime Mystery Box,3,60,180,0,180,0,Texas
SS7038,2024-11-30,Naruto Hoodie,3,55,165,0,0,165,Florida
SS7039,2024-11-30,My Hero Academia Backpack,1,48,48,4.89,0,43.11,Pennsylvania
SS7040,2024-11-30,Naruto Hoodie,2,55,110,0,110,0,Texas
